ensayo;ambiente;date;ppfd.amb;protocolo;ppfd.act;genotipo;cond.hidr;pos;hoja;filt.pot;ciclo;sphi;phiPS2;qp.fo;qs.fo;phiNPQ;phiNO;phiNO.psII;phiNO.basal;time.act.On;time.act.Off;sphiNPQ;phiNPQfast;phiNPQslow
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;2;1;0.408;0.564;0.723;0.313;0.279;0.149;0.13;105.6;53;0.179;0.128;0.0505
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;3;1;0.469;0.641;0.731;0.285;0.246;0.122;0.125;141.1;87;0.179;0.131;0.0472
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;4;1;0.521;0.706;0.738;0.249;0.23;0.104;0.126;175.1;121;0.179;0.135;0.0436
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;5;0.9999999999999999;0.538;0.732;0.735;0.233;0.229;0.0976;0.131;210.1;156;0.179;0.139;0.0392
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;6;1;0.557;0.746;0.747;0.213;0.23;0.0986;0.131;245.1;191;0.179;0.142;0.0367
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;7;1;0.572;0.775;0.738;0.196;0.232;0.0899;0.142;280.1;226;0.179;0.144;0.0346
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;8;1;0.578;0.764;0.757;0.187;0.235;0.0995;0.135;314.1;261;0.179;0.146;0.0322
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;9;1;0.585;0.779;0.751;0.179;0.237;0.0947;0.142;348.1;296;0.179;0.147;0.0316
MN.3;Inv;T0;450;nion.1.act25;1000;gc;d;8;X;T0_8_gc_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.179;0.147;0.0313
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;1;1;0.152;0.267;0.571;0.618;0.23;0.114;0.117;70.1;19;0.555;0.33;0.224
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;2;1;0.176;0.265;0.662;0.644;0.18;0.106;0.0737;105.6;53;0.555;0.428;0.127
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;3;1;0.2;0.317;0.631;0.647;0.153;0.0826;0.0708;141.1;87;0.555;0.472;0.083
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;4;1;0.256;0.4;0.64;0.607;0.137;0.0708;0.0664;175.1;121;0.555;0.495;0.0594
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;5;1;0.259;0.39;0.664;0.615;0.127;0.0693;0.0575;210.1;156;0.555;0.502;0.0528
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;6;1;0.276;0.447;0.618;0.592;0.131;0.0619;0.0693;245.1;191;0.555;0.509;0.0457
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;7;1;0.276;0.432;0.638;0.589;0.136;0.0678;0.0678;280.1;226;0.555;0.511;0.044
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;8;1;0.285;0.438;0.65;0.586;0.13;0.0664;0.0634;314.1;261;0.555;0.513;0.0416
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;9;1;0.32;0.46;0.696;0.555;0.125;0.0693;0.056;348.1;296;0.555;0.512;0.0429
MN.3;Inv;T0;450;nion.1.act25;1000;g2;c;9;X;T0_9_g2_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.555;0.513;0.042
